cod_jugador,nombre,cod_equipo,pierna,altura,pais,codigo_fifa
408,Morten Hjulmand,30,Right,"185cm / 6'1""",Denmark,244669
409,Pierre-Emile Højbjerg,83,Right,"187cm / 6'2""",Denmark,213648
410,Ibañez,25,Right,"185cm / 6'1""",Brazil,247257
411,Bento,20,Right,"190cm / 6'3""",Brazil,73562
412,Thomas Lemar,10,Left,"171cm / 5'7""",France,213565
413,Dominik Livaković,37,Right,"188cm / 6'2""",Croatia,241671
414,Giovani Lo Celso,47,Left,"177cm / 5'10""",Argentina,226226
415,David López,45,Right,"183cm / 6'0""",Spain,201505
416,Harry Maguire,17,Right,"193cm / 6'4""",England,203263
417,Reinildo,10,Left,"180cm / 5'11""",Mozambique,236045
418,Iván Martín,45,Left,"178cm / 5'10""",Spain,246928
419,Nemanja Matić,53,Left,"194cm / 6'4""",Serbia,191202
420,Bryan Mbeumo,84,Left,"171cm / 5'7""",Cameroon,243014
421,Facundo Medina,55,Left,"184cm / 6'0""",Argentina,236804
422,Édouard Mendy,25,Right,"197cm / 6'6""",Senegal,234642
423,Dries Mertens,40,Right,"169cm / 5'7""",Belgium,175943
424,Daniel Muñoz,63,Right,"181cm / 5'11""",Colombia,237646
425,Vedat Muriqi,51,Left,"194cm / 6'4""",Kosovo,223710
426,João Mário,36,Right,"179cm / 5'10""",Portugal,212814
427,Jesús Navas,79,Right,"172cm / 5'8""",Spain,146536
428,David Neres,13,Left,"175cm / 5'9""",Brazil,236632
429,Alexander Nübel,72,Right,"193cm / 6'4""",Germany,223885
430,Mario Pašalić,50,Right,"188cm / 6'2""",Croatia,223273
431,Vangelis Pavlidis,36,Right,"186cm / 6'1""",Greece,229188
432,Matteo Politano,13,Left,"171cm / 5'7""",Italy,216409
433,Ivan Rakitić,85,Right,"184cm / 6'0""",Croatia,168651
434,Amir Rrahmani,13,Right,"192cm / 6'4""",Kosovo,244263
435,Ruiz de Galarreta,23,Right,"175cm / 5'9""",Spain,205157
436,Allan Saint-Maximin,37,Right,"173cm / 5'8""",France,216388
437,Davinson Sánchez,40,Right,"187cm / 6'2""",Colombia,220793
438,Diego Carlos,19,Right,"186cm / 6'1""",Brazil,219693
439,Téji Savanier,86,Right,"172cm / 5'8""",France,205686
440,Kasper Schmeichel,87,Right,"189cm / 6'2""",Denmark,163587
441,William Carvalho,47,Right,"187cm / 6'2""",Portugal,207566
442,Mohamed Simakan,20,Right,"187cm / 6'2""",France,243854
443,Sebastian Szymański,37,Left,"174cm / 5'9""",Poland,235973
444,Mehdi Taremi,7,Right,"185cm / 6'1""",Iran,241788
445,James Tarkowski,42,Right,"188cm / 6'2""",England,202695
446,Jean-Clair Todibo,44,Right,"190cm / 6'3""",France,245388
447,Ivan Toney,84,Right,"187cm / 6'2""",England,212228
448,Ferran Torres,8,Right,"184cm / 6'0""",Spain,241461
449,Hamari Traoré,32,Right,"175cm / 5'9""",Mali,219789
450,Lars Unnerstall,88,Right,"198cm / 6'6""",Germany,199833
451,André Silva,27,Right,"185cm / 6'1""",Portugal,228941
452,Hans Vanaken,89,Right,"195cm / 6'5""",Belgium,200155
453,Jordan Veretout,83,Right,"177cm / 5'10""",France,201519
454,Timo Werner,18,Right,"180cm / 5'11""",Germany,212188
455,Mats Wieffer,67,Right,"188cm / 6'2""",Holland,248793
456,Axel Witsel,10,Right,"186cm / 6'1""",Belgium,177413
457,Barış Alper Yılmaz,40,Right,"186cm / 6'1""",Turkey,263205
458,Warren Zaïre-Emery,5,Right,"178cm / 5'10""",France,270673
459,André-Franck Zambo Anguissa,13,Right,"184cm / 6'0""",Cameroon,227236
460,Lucas Zelarayán,90,Right,"172cm / 5'8""",Armenia,215270
461,Hakim Ziyech,40,Left,"181cm / 5'11""",Morocco,208670
462,Zubeldia,32,Right,"181cm / 5'11""",Spain,233738
463,Karim Adeyemi,12,Left,"180cm / 5'11""",Germany,251852
464,Nayef Aguerd,32,Left,"190cm / 6'3""",Morocco,244749
465,Rayan Aït-Nouri,91,Left,"180cm / 5'11""",Algeria,242641
466,Raúl Albiol,41,Right,"190cm / 6'3""",Spain,157481
467,Kepa,77,Right,"189cm / 6'2""",Spain,206585
468,Emil Audero,58,Right,"192cm / 6'4""",Italy,228413
469,Ezequiel Ávila,47,Right,"172cm / 5'8""",Argentina,228520
470,Azpilicueta,10,Right,"178cm / 5'10""",Spain,184432
471,Álex Baena,41,Right,"174cm / 5'9""",Spain,257279
472,Alexander Bah,36,Right,"183cm / 6'0""",Denmark,245235
473,Johan Bakayoko,62,Left,"179cm / 5'10""",Belgium,265450
474,Leonardo Balerdi,83,Right,"187cm / 6'2""",Argentina,242835
475,Éver Banega,92,Right,"176cm / 5'9""",Argentina,178562
476,Abdülkerim Bardakcı,40,Left,"185cm / 6'1""",Turkey,229905
477,Yuri Berchiche,23,Left,"181cm / 5'11""",Spain,183512
478,Steven Berghuis,82,Left,"182cm / 6'0""",Holland,200260
479,Steven Bergwijn,21,Right,"178cm / 5'10""",Holland,225953
480,Cristiano Biraghi,81,Left,"185cm / 6'1""",Italy,201389
481,Marco Bizot,93,Right,"193cm / 6'4""",Holland,200110
482,Sacha Boey,3,Right,"178cm / 5'10""",France,248266
483,Giacomo Bonaventura,35,Right,"180cm / 5'11""",Italy,189125
484,Jarrad Branthwaite,42,Left,"195cm / 6'5""",England,247649
485,Brian Brobbey,82,Right,"180cm / 5'11""",Holland,251810
486,Marcin Bułka,76,Right,"199cm / 6'6""",Poland,238186
487,Matheus Cunha,91,Right,"183cm / 6'0""",Brazil,240243
488,Matty Cash,19,Right,"185cm / 6'1""",Poland,227174
489,Valentin Castellanos,43,Right,"178cm / 5'10""",Argentina,237712
490,Catena,94,Right,"194cm / 6'4""",Spain,243976
491,Dani Ceballos,1,Right,"179cm / 5'10""",Spain,222509
492,Ben Chilwell,28,Left,"181cm / 5'11""",England,229984
493,Jordy Clasie,95,Right,"170cm / 5'7""",Holland,199422
494,Dante,76,Left,"188cm / 6'2""",Brazil,158625
495,Charles De Ketelaere,50,Left,"192cm / 6'4""",Belgium,251470
496,Marten de Roon,50,Right,"185cm / 6'1""",Holland,208461
497,Romain Del Castillo,93,Left,"172cm / 5'8""",France,231612
498,Ermedin Demirović,72,Right,"185cm / 6'1""",Bosnia and Herzegovina,238900
499,Sergiño Dest,62,Right,"173cm / 5'8""",United States,251804
500,Boulaye Dia,43,Right,"180cm / 5'11""",Senegal,246242
501,Samuel Lino,10,Right,"170cm / 5'7""",Brazil,251445
502,Lucas Digne,19,Left,"178cm / 5'10""",France,200458
503,Stole Dimitrievski,26,Right,"188cm / 6'2""",North Macedonia,211348
504,Axel Disasi,28,Right,"190cm / 6'3""",France,229942
505,Alexander Djiku,37,Right,"182cm / 6'0""",Ghana,212219
506,Cheick Doucouré,63,Right,"180cm / 5'11""",Mali,242619
507,Lewis Dunk,67,Right,"192cm / 6'4""",England,199915
508,Hugo Duro,26,Left,"177cm / 5'10""",Spain,243032
509,Marcus Edwards,30,Left,"168cm / 5'6""",England,235619
510,Stephan El Shaarawy,14,Right,"178cm / 5'10""",Italy,190813
511,Eljif Elmas,27,Right,"184cm / 6'0""",North Macedonia,241390
512,Aritz Elustondo,32,Right,"180cm / 5'11""",Spain,226221
513,Lewis Ferguson,64,Right,"181cm / 5'11""",Scotland,242280
514,Mark Flekken,84,Right,"195cm / 6'5""",Holland,211738
515,Emil Forsberg,96,Right,"177cm / 5'10""",Sweden,208448
516,Chris Führich,72,Right,"181cm / 5'11""",Germany,241925
517,Álvaro García,68,Left,"167cm / 5'6""",Spain,216447
518,Alejandro Garnacho,17,Right,"180cm / 5'11""",Argentina,268438
519,Lutsharel Geertruida,27,Right,"185cm / 6'1""",Holland,241187
520,Morgan Gibbs-White,97,Right,"179cm / 5'10""",England,236015
521,Carles Gil,98,Left,"170cm / 5'7""",Spain,210930
522,Santiago Giménez,66,Left,"182cm / 6'0""",Mexico,245152
523,Moi Gómez,94,Right,"176cm / 5'9""",Spain,206590
524,João Neves,5,Right,"174cm / 5'9""",Portugal,272834
525,Robin Gosens,81,Left,"183cm / 6'0""",Germany,223697
526,Mason Greenwood,83,Left,"181cm / 5'11""",England,246147
527,Guruzeta,23,Right,"188cm / 6'2""",Spain,231184
528,Sébastien Haller,99,Right,"191cm / 6'3""",Côte d'Ivoire,205693
529,Dean Henderson,63,Right,"188cm / 6'2""",England,233306
530,Franck Honorat,100,Right,"180cm / 5'11""",France,220876
531,Hiroki Ito,3,Left,"188cm / 6'2""",Japan,234205
532,Nicolas Jackson,28,Right,"187cm / 6'2""",Senegal,259197
533,Curtis Jones,6,Right,"185cm / 6'1""",England,242434
534,Luka Jović,15,Right,"181cm / 5'11""",Serbia,232432
535,İrfan Can Kahveci,37,Left,"176cm / 5'9""",Turkey,225403
536,Lukas Klostermann,27,Right,"187cm / 6'2""",Germany,222331
537,Robin Koch,57,Right,"191cm / 6'3""",Germany,236532
538,Sead Kolašinac,50,Left,"183cm / 6'0""",Bosnia and Herzegovina,207993
539,Geoffrey Kondogbia,83,Left,"188cm / 6'2""",Central African Republic,201455
540,Erik Lamela,101,Left,"184cm / 6'0""",Argentina,170368
541,Noa Lang,62,Right,"179cm / 5'10""",Holland,239380
542,Manuel Lazzari,43,Right,"174cm / 5'9""",Italy,235374
543,Lee Kang In,5,Left,"173cm / 5'8""",Korea Republic,243780
544,Pierre Lees-Melou,93,Right,"186cm / 6'1""",France,230020
545,Mario Lemina,91,Right,"184cm / 6'0""",Gabon,212811
546,Jefferson Lerma,63,Right,"179cm / 5'10""",Colombia,213991
547,Philipp Lienhart,52,Right,"189cm / 6'2""",Austria,231366
548,Matheus,60,Right,"190cm / 6'3""",Brazil,208104
549,Hugo Lloris,39,Left,"188cm / 6'2""",France,167948
550,Pedro Neto,28,Left,"172cm / 5'8""",Portugal,238616
551,Anthony Lopes,53,Left,"184cm / 6'0""",Portugal,199482
552,Pau López,45,Left,"189cm / 6'2""",Spain,221087
553,Castello Lukeba,27,Left,"184cm / 6'0""",France,262138
554,Dodi Lukébakio,79,Left,"187cm / 6'2""",Belgium,231416
555,Robert Sánchez,28,Right,"197cm / 6'6""",Spain,228789
556,Ian Maatsen,19,Left,"178cm / 5'10""",Holland,248465
557,Pablo Maffeo,51,Right,"172cm / 5'8""",Argentina,221342
558,José Sá,91,Right,"192cm / 6'4""",Portugal,212442
559,Omar Marmoush,57,Right,"183cm / 6'0""",Egypt,256675
560,Arnau Martínez,45,Right,"182cm / 6'0""",Spain,260815
561,Adam Marušić,43,Right,"185cm / 6'1""",Montenegro,224031
562,Jean-Philippe Mateta,63,Right,"192cm / 6'4""",France,236461
563,Borja Mayoral,71,Right,"182cm / 6'0""",Spain,228635
564,Chancel Mbemba,83,Right,"182cm / 6'0""",Congo DR,210897
565,Callum McGregor,87,Left,"178cm / 5'10""",Scotland,211093
566,Medrán,80,Right,"178cm / 5'10""",Spain,212476
567,Nikola Milenković,97,Right,"195cm / 6'5""",Serbia,238095
568,Takumi Minamino,65,Right,"172cm / 5'8""",Japan,226627
569,Tyrone Mings,19,Left,"196cm / 6'5""",England,212419
570,Maximilian Mittelstädt,72,Left,"180cm / 5'11""",Germany,227647
571,Álex Moreno,97,Left,"179cm / 5'10""",Spain,217036
572,Hidemasa Morita,30,Right,"177cm / 5'10""",Japan,242087
573,Florentino,36,Right,"184cm / 6'0""",Portugal,234569
574,Hany Mukhtar,102,Right,"173cm / 5'8""",Germany,210021
575,Nordi Mukiele,11,Right,"187cm / 6'2""",France,226166
576,Juan Musso,10,Right,"191cm / 6'3""",Argentina,214979
577,Galeno,31,Right,"179cm / 5'10""",Brazil,239482
578,Matt O'Riley,67,Left,"188cm / 6'2""",Denmark,240734
579,Jonas Omlin,100,Right,"190cm / 6'3""",Switzerland,223550
580,Ayoze Pérez,41,Right,"178cm / 5'10""",Spain,215590
581,Mattia Perin,22,Right,"188cm / 6'2""",Italy,198009
582,Matteo Pessina,103,Left,"187cm / 6'2""",Italy,239613
583,Đorđe Petrović,104,Right,"194cm / 6'4""",Serbia,269626
584,Ethan Pinnock,84,Left,"194cm / 6'4""",Jamaica,238717
585,Yeremy Pino,41,Right,"172cm / 5'8""",Spain,259377
586,Soufiane Rahimi,105,Right,"181cm / 5'11""",Morocco,264348
587,Gonçalo Ramos,5,Right,"185cm / 6'1""",Portugal,256903
588,Antonee Robinson,54,Left,"182cm / 6'0""",United States,229348
589,Kaku,105,Left,"171cm / 5'7""",Paraguay,226376
590,Oriol Romeu,45,Right,"183cm / 6'0""",Spain,199576
591,Valentin Rongier,83,Right,"172cm / 5'8""",France,223874
592,Frederik Rønnow,106,Right,"188cm / 6'2""",Denmark,201269
593,Gerónimo Rulli,83,Right,"189cm / 6'2""",Argentina,215316
594,Julian Ryerson,12,Right,"183cm / 6'0""",Norway,229891
595,Pape Matar Sarr,18,Right,"184cm / 6'0""",Senegal,259868
596,Gianluca Scamacca,50,Right,"195cm / 6'5""",Italy,226710
597,Perr Schuurs,46,Right,"191cm / 6'3""",Holland,241854
598,Benjamin Šeško,27,Right,"195cm / 6'5""",Slovenia,260592
599,Mário Rui,13,Left,"170cm / 5'7""",Portugal,204614
600,Wilfried Singo,65,Right,"190cm / 6'3""",Côte d'Ivoire,252802
601,Łukasz Skorupski,64,Right,"188cm / 6'2""",Poland,189908
602,Tomáš Souček,44,Right,"192cm / 6'4""",Czech Republic,236792
603,Leonardo Spinazzola,13,Right,"186cm / 6'1""",Italy,202884
604,António Silva,36,Right,"187cm / 6'2""",Portugal,270086
605,Pietro Terracciano,81,Right,"193cm / 6'4""",Italy,205812
606,Martin Terrier,11,Right,"184cm / 6'0""",France,236786
607,Kieran Tierney,4,Left,"180cm / 5'11""",Scotland,226491
608,Quinten Timber,66,Right,"179cm / 5'10""",Holland,251806
609,Jurriën Timber,4,Right,"179cm / 5'10""",Holland,251805
610,Rafael Tolói,50,Right,"185cm / 6'1""",Italy,187598
611,Edin Višća,70,Right,"172cm / 5'8""",Bosnia and Herzegovina,205678
612,Nikola Vlašić,46,Right,"179cm / 5'10""",Croatia,241095
613,Aaron Wan-Bissaka,44,Right,"183cm / 6'0""",England,229880
614,James Ward-Prowse,97,Right,"173cm / 5'8""",England,205569
615,Julian Weigl,100,Right,"186cm / 6'1""",Germany,222028
616,Yoane Wissa,84,Right,"176cm / 5'9""",Congo DR,234824
617,Denis Zakaria,65,Right,"190cm / 6'3""",Switzerland,229261
618,Davide Zappacosta,50,Right,"182cm / 6'0""",Italy,216150
619,Edon Zhegrova,61,Left,"181cm / 5'11""",Kosovo,239763
620,Oleksandr Zinchenko,4,Left,"175cm / 5'9""",Ukraine,227813
621,Joshua Zirkzee,17,Right,"193cm / 6'4""",Holland,250961
622,Carlos Augusto,7,Left,"184cm / 6'0""",Brazil,258648
623,Saud Abdulhamid,14,Right,"175cm / 5'9""",Saudi Arabia,246688
624,Tammy Abraham,15,Right,"195cm / 6'5""",England,231352
625,Tosin Adarabioyo,28,Right,"196cm / 6'5""",England,222104
626,Amine Adli,11,Left,"174cm / 5'9""",Morocco,255223
627,Joseph Aidoo,29,Right,"181cm / 5'11""",Ghana,230021
628,Miguel Almirón,24,Left,"174cm / 5'9""",Paraguay,230977
629,Nadiem Amiri,107,Right,"180cm / 5'11""",Germany,225309
630,Sofyan Amrabat,37,Right,"183cm / 6'0""",Morocco,224158
631,Michail Antonio,44,Right,"180cm / 5'11""",Jamaica,190717
632,Mauro Arambarri,71,Right,"175cm / 5'9""",Uruguay,232665
633,Cristian Arango,108,Right,"178cm / 5'10""",Colombia,217998
634,Benoît Badiashile,28,Left,"194cm / 6'4""",France,242578
635,Antonín Barák,81,Left,"190cm / 6'3""",Czech Republic,236791
636,Ricardo Pereira,109,Right,"175cm / 5'9""",Portugal,210243
637,Melvin Bard,76,Left,"173cm / 5'8""",France,254548
638,Ross Barkley,19,Right,"186cm / 6'1""",England,199189
639,Marc Bartra,47,Right,"184cm / 6'0""",Spain,198141
640,Maximilian Beier,12,Right,"185cm / 6'1""",Germany,254117
641,Andrea Belotti,58,Right,"181cm / 5'11""",Italy,208596
642,Fran Beltrán,29,Right,"165cm / 5'5""",Spain,235997
643,Saïd Benrahma,53,Right,"172cm / 5'8""",Algeria,220621
644,Ramy Bensebaini,12,Left,"187cm / 6'2""",Algeria,224196
645,Nabil Bentaleb,61,Left,"187cm / 6'2""",Algeria,213296
646,Mergim Berisha,49,Right,"188cm / 6'2""",Germany,237321
647,Jan-Niklas Beste,36,Left,"175cm / 5'9""",Germany,240451
648,Veljko Birmančević,110,Right,"179cm / 5'10""",Serbia,261307
649,Olivier Boscagli,62,Left,"181cm / 5'11""",France,225863
650,Lilian Brassier,83,Left,"186cm / 6'1""",France,251380
651,Ante Budimir,94,Left,"190cm / 6'3""",Croatia,188335
652,Emiliano Buendía,19,Right,"172cm / 5'8""",Argentina,226162
653,Roman Bürki,111,Right,"187cm / 6'2""",Switzerland,189117
654,Dan Burn,24,Left,"198cm / 6'6""",England,198032
655,Nélson Semedo,91,Right,"177cm / 5'10""",Portugal,227928
656,Riccardo Calafiori,4,Left,"188cm / 6'2""",Italy,257711
657,Maxence Caqueret,53,Right,"174cm / 5'9""",France,246646
658,Daniel Podence,35,Right,"165cm / 5'5""",Portugal,226766
659,Trevoh Chalobah,63,Right,"192cm / 6'4""",England,230918
660,Andrea Colpani,81,Left,"184cm / 6'0""",Italy,251988
661,Murillo,97,Left,"180cm / 5'11""",Brazil,278016
662,Vladimír Coufal,44,Right,"175cm / 5'9""",Czech Republic,244470
663,Kerem Demirbay,40,Left,"183cm / 6'0""",Germany,211748
664,Kiernan Dewsbury-Hall,28,Left,"178cm / 5'10""",England,237386
665,Dénes Dibusz,112,Right,"188cm / 6'2""",Hungary,221610
666,Ousmane Diomande,30,Right,"190cm / 6'3""",Côte d'Ivoire,270531
667,Berat Djimsiti,50,Right,"190cm / 6'3""",Albania,208165
668,Marko Dmitrović,99,Left,"194cm / 6'4""",Serbia,227290
669,Ritsu Doan,52,Left,"172cm / 5'8""",Japan,232639
670,Danilho Doekhi,106,Right,"190cm / 6'3""",Holland,232658
671,Oscar Dorley,113,Left,"174cm / 5'9""",Liberia,254909
672,Oscar,114,Right,"179cm / 5'10""",Brazil,188152
673,Ayoub El Kaabi,115,Left,"182cm / 6'0""",Morocco,243586
674,Aschraf El Mahdioui,116,Right,"182cm / 6'0""",Holland,234200
675,Harvey Elliott,6,Left,"168cm / 5'6""",England,246174
676,Christian Eriksen,17,Right,"182cm / 6'0""",Denmark,190460
677,Alfonso Espino,68,Left,"172cm / 5'8""",Uruguay,247131
678,Lucas Perri,53,Right,"197cm / 6'6""",Brazil,230670
679,Francisco Conceição,22,Left,"168cm / 5'6""",Portugal,261050
680,Wesley Fofana,28,Right,"190cm / 6'3""",France,248695
681,Przemysław Frankowski,55,Right,"175cm / 5'9""",Poland,212138
682,Levi García,101,Left,"182cm / 6'0""",Trinidad and Tobago,229153
683,Eric García,8,Right,"182cm / 6'0""",Spain,245037
684,Rubén García,94,Left,"172cm / 5'8""",Spain,211022
685,Fran García,1,Left,"169cm / 5'7""",Spain,246606
686,Federico Gatti,22,Right,"190cm / 6'3""",Italy,266872
687,Ryan Gauld,117,Left,"169cm / 5'7""",Scotland,208919
688,João Gomes,91,Right,"176cm / 5'9""",Brazil,273463
689,Campaña,73,Right,"179cm / 5'10""",Spain,199823
690,Ismaily,61,Left,"177cm / 5'10""",Brazil,201119
691,Amine Gouiri,118,Right,"181cm / 5'11""",Algeria,240753
692,Jonathan Gradit,55,Right,"180cm / 5'11""",France,221284
693,Ryan Gravenberch,6,Right,"190cm / 6'3""",Holland,246104
694,Michael Gregoritsch,52,Left,"193cm / 6'4""",Austria,199439
695,Guaita,29,Right,"190cm / 6'3""",Spain,189690
696,Arda Güler,1,Left,"175cm / 5'9""",Turkey,264309
697,Christian Günter,52,Left,"184cm / 6'0""",Germany,209846
698,Abderrazak Hamdallah,35,Right,"179cm / 5'10""",Morocco,213761
699,Lukáš Haraslín,110,Right,"182cm / 6'0""",Slovakia,227562
700,Cucho Hernández,119,Right,"176cm / 5'9""",Colombia,237034
701,Héctor Herrera,120,Right,"185cm / 6'1""",Mexico,156519
702,Ander Herrera,23,Right,"182cm / 6'0""",Spain,191740
703,Sergio Herrera,94,Right,"192cm / 6'4""",Spain,224003
704,Isak Hien,50,Right,"191cm / 6'3""",Sweden,260697
705,Andreas Pereira,54,Right,"177cm / 5'10""",Brazil,208450
706,Rasmus Højlund,17,Left,"191cm / 6'3""",Denmark,259399
707,Hwang Hee Chan,91,Right,"177cm / 5'10""",Korea Republic,226380
708,Borja Iglesias,29,Right,"187cm / 6'2""",Spain,224179
709,Lorenzo Insigne,121,Right,"163cm / 5'4""",Italy,198219
710,Junya Ito,122,Right,"176cm / 5'9""",Japan,232905
711,Juanmi,47,Right,"172cm / 5'8""",Spain,197891
712,Brennan Johnson,18,Right,"186cm / 6'1""",Wales,251421
713,Sam Johnstone,91,Right,"193cm / 6'4""",England,206075
714,Joan Jordán,123,Right,"184cm / 6'0""",Spain,224309
715,Pierre Kalulu,22,Right,"182cm / 6'0""",France,255654
716,Kevin Kampl,27,Right,"178cm / 5'10""",Slovenia,195365
717,Rick Karsdorp,62,Right,"184cm / 6'0""",Holland,222558
718,Moise Kean,81,Right,"183cm / 6'0""",Italy,236610
719,Kodjo Fo-Doh Laba,105,Right,"181cm / 5'11""",Togo,251353
720,Gaëtan Laborde,76,Left,"181cm / 5'11""",France,209519
721,Armand Laurienté,34,Right,"177cm / 5'10""",France,243593
722,Victor Lindelöf,17,Right,"187cm / 6'2""",Sweden,221660
723,Tino Livramento,24,Right,"181cm / 5'11""",England,262118
724,Hirving Lozano,62,Right,"175cm / 5'9""",Mexico,221992
725,Matheus Nunes,2,Right,"183cm / 6'0""",Portugal,253124
726,Noni Madueke,28,Left,"182cm / 6'0""",England,254796
727,Joakim Mæhle,75,Right,"185cm / 6'1""",Denmark,234678
728,Lovro Majer,75,Left,"178cm / 5'10""",Croatia,244261
729,Nemanja Maksimović,124,Right,"189cm / 6'2""",Serbia,239433
730,Steve Mandanda,118,Right,"187cm / 6'2""",France,163705
731,Solly March,67,Left,"180cm / 5'11""",England,206594
732,Konstantinos Mavropanos,44,Right,"194cm / 6'4""",Greece,242000
733,Weston McKennie,22,Right,"180cm / 5'11""",United States,238744
734,Scott McTominay,13,Right,"193cm / 6'4""",Scotland,237238
735,Ben Mee,84,Left,"180cm / 5'11""",England,189682
736,Arthur Cabral,36,Right,"186cm / 6'1""",Brazil,246186
737,Simon Mignolet,89,Right,"193cm / 6'4""",Belgium,173426
738,Moncayola,94,Right,"182cm / 6'0""",Spain,247495
739,Mason Mount,17,Right,"181cm / 5'11""",England,233064
740,Neto,4,Right,"190cm / 6'3""",Brazil,194404
741,Luis Muriel,125,Right,"179cm / 5'10""",Colombia,199110
742,Rodrigo Becão,37,Right,"191cm / 6'3""",Brazil,238621
743,Marcão,79,Left,"185cm / 6'1""",Brazil,234426
744,Wilfred Ndidi,109,Right,"183cm / 6'0""",Nigeria,226790
745,Victor Nelsson,40,Right,"185cm / 6'1""",Denmark,235658
746,Saúl,79,Left,"184cm / 6'0""",Spain,208421
747,M'Bala Nzola,55,Left,"185cm / 6'1""",Angola,240452
748,Noah Okafor,15,Right,"185cm / 6'1""",Switzerland,242530
749,Caio Henrique,65,Left,"178cm / 5'10""",Brazil,232440
750,Amadou Onana,19,Right,"192cm / 6'4""",Belgium,257057
751,Alex Oxlade-Chamberlain,38,Right,"175cm / 5'9""",England,198784
752,Willian Pacho,5,Left,"186cm / 6'1""",Ecuador,256196
753,Emerson,44,Left,"176cm / 5'9""",Italy,210736
754,Leandro Paredes,14,Right,"180cm / 5'11""",Argentina,207439
755,Pedraza,41,Left,"184cm / 6'0""",Spain,228302
756,Nicolas Pépé,41,Left,"183cm / 6'0""",Côte d'Ivoire,226110
757,Roberto Pereyra,101,Right,"182cm / 6'0""",Argentina,193061
758,Stefan Posch,64,Right,"190cm / 6'3""",Austria,223671
759,Cameron Puertas,48,Right,"178cm / 5'10""",Switzerland,256688
760,Riqui Puig,126,Right,"169cm / 5'7""",Spain,242816
761,Julian Quiñones,48,Right,"180cm / 5'11""",Mexico,234579
762,Predrag Rajković,21,Right,"191cm / 6'3""",Serbia,241727
763,Jacob Ramsey,19,Right,"180cm / 5'11""",England,246923
764,Giacomo Raspadori,13,Right,"172cm / 5'8""",Italy,253002
765,Matheus Reis,30,Left,"184cm / 6'0""",Brazil,230625
766,Thierry Correia,26,Right,"176cm / 5'9""",Portugal,247832
767,Guillaume Restes,127,Left,"188cm / 6'2""",France,265526
768,Diego Rico,71,Left,"183cm / 6'0""",Spain,220414
769,Riquelme,10,Right,"174cm / 5'9""",Spain,252324
770,Marc Roca,47,Left,"184cm / 6'0""",Spain,235945
771,Kirian,73,Right,"180cm / 5'11""",Spain,251011
772,Sergio Romero,128,Right,"192cm / 6'4""",Argentina,173373
773,Nicolò Rovella,43,Right,"179cm / 5'10""",Italy,255001
774,Mathew Ryan,14,Right,"182cm / 6'0""",Australia,199005
